gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0174,"I found myself walking on a huge green lawn and saw distant tall building. The lawn was flanked by banks of flowers. The building looked new and white. As I was approaching it, I felt a sense of loneliness, and felt myself a stranger as I neared the building. There was no one else in the dream, and I did feel a little sad because I did not know where my family was.",81,SD,1,2.7281802,-19.187672,0.14136535,-1.7551522,2,0,NEGATIVE,0.8474538326263428,"[[{'label': 'sadness', 'score': 0.9988415837287903}, {'label': 'joy', 'score': 0.000343735096976161}, {'label': 'love', 'score': 0.00030259581399150193}, {'label': 'anger', 'score': 0.0002191111707361415}, {'label': 'fear', 'score': 0.00015593910939060152}, {'label': 'surprise', 'score': 0.00013708304322790354}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0175,"I found myself in a strange room and a strange man seated at a desk (age ?). In front of the desk stood my former husband holding some books. I couldn't see his face because I was standing some distance behind, but the outstanding thing in this dream was the bright blue shirt he was wearing which had a large tear in the right sleeve. I do not recall the conversation, but remember leaving the room and crossing into another room which was very familiar--that is--I knew I had lived there before. This room was very dilapidated and messy. I then awoke.",117,Missing,0,43.47007,-5.5735755,-2.5466604,-3.500176,0,1,NEGATIVE,0.9643151164054871,"[[{'label': 'sadness', 'score': 0.05868709087371826}, {'label': 'joy', 'score': 0.8059251308441162}, {'label': 'love', 'score': 0.001435082289390266}, {'label': 'anger', 'score': 0.015903133898973465}, {'label': 'fear', 'score': 0.07594254612922668}, {'label': 'surprise', 'score': 0.042107097804546356}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0176,"I dreamed that I was driving along the street and the traffic was very heavy. There was a woman who was swinging from one lane of traffic into another. My roommate was with me. She is a school teacher, 23, I commented to her about this stupid driver, alongside of us at the present time. Although the windows of my car were closed, the woman heard me and looked at me as though she was quite insulted. After she had looked at me in this manner, she turned her car directly toward me and drove right into my car. The woman driving the other car seemed to be about 40 years old.",124,Missing,0,-5.8947735,-34.64306,-2.8858993,-1.2098367,4,1,NEGATIVE,0.9898217916488647,"[[{'label': 'sadness', 'score': 0.0007178900996223092}, {'label': 'joy', 'score': 0.00027970896917395294}, {'label': 'love', 'score': 0.00016822718316689134}, {'label': 'anger', 'score': 0.9980410933494568}, {'label': 'fear', 'score': 0.000643061357550323}, {'label': 'surprise', 'score': 0.00015003359294496477}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0177,"I dreamed that I was walking down the street with a man and woman. I cannot remember the appearance or age of these people, except that I seem to think that they were about my age level. A very large man passed on the street who seemed to have a very distended abdomen. I commented on his largeness. The man I was with said his father's abdomen was like that, and that he was an alcoholic. He also said that his father was dead. Suddenly a woman started chasing us and I became frightened and ran to my car and got in and drove away. The woman seemed to be chasing me in my car. Then I seemed to be driving down the street and it was very dark and late at night. I locked the doors in my car. The street seemed to be very quiet and there were no cars or people on the street. I heard a noise and I turned my head to look out the window at my right and saw the same woman who had chased me before, running along my car and screaming. She appeared very old and her face very wrinkled. She ran faster than I was driving and began to run in front of me. I turned to the left and saw another woman (I have no memory of her appearance other than she was a woman) running in front of my car from that side. I turned the other way to avoid hitting her and crashed into a store window.",283,AP,1,11.078071,-34.126873,-1.8515913,-2.2102664,2,1,NEGATIVE,0.9985195994377136,"[[{'label': 'sadness', 'score': 0.0004685856983996928}, {'label': 'joy', 'score': 0.00031934172147884965}, {'label': 'love', 'score': 0.00011683870252454653}, {'label': 'anger', 'score': 0.0013846480287611485}, {'label': 'fear', 'score': 0.997138261795044}, {'label': 'surprise', 'score': 0.0005723287467844784}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0178,"I dreamed that I was walking out of the rear entrance of the hospital with two friends. Both are girls and one is 27 years old, and the other is 19. I was carrying a typewriter and we were going to my car, which was in the parking lot. We were walking around the lot and we couldn't find my car. Suddenly one of the girls called and said that my car was over where she was. I went over there and the two of them were in a car which was not mine. It had a New York State license on it, but it was not my car. I told them that it wasn't mine, and they got out. A teacher who I had for English in high school passed by and said that if I was looking for my car, it was on the other side of the lot. This teacher was a female and about 35 years old. I thanked her and we went over to that side of the lot and there was my car.",197,Missing,0,10.346084,-14.021358,0.07487881,-1.6431687,2,0,NEGATIVE,0.9941950440406799,"[[{'label': 'sadness', 'score': 0.01115121878683567}, {'label': 'joy', 'score': 0.3197283446788788}, {'label': 'love', 'score': 0.005820929538458586}, {'label': 'anger', 'score': 0.45044323801994324}, {'label': 'fear', 'score': 0.20966610312461853}, {'label': 'surprise', 'score': 0.003190126270055771}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0179,"I was in our cellar at home with a former instructor. We were debating about what would be the best procedure to go about getting a stuffed water drain cleaned. I was sitting on the washing machine in my nurse's uniform smoking, and she was on her hands and knees inspecting the drain. After a few minutes my father walked into the room and I introduced him to my former instructor. He was very rude when she asked him if he would get the drain cleaned. I stood next to her and whispered to my father that he should be nicer. The instructor in this dream appeared actually as she is, and she is about 35 years of age.",129,Missing,0,-0.091344595,-1.0688412,2.2097335,-0.8466441,5,0,NEGATIVE,0.9859747290611267,"[[{'label': 'sadness', 'score': 0.0004879159387201071}, {'label': 'joy', 'score': 0.0004753890971187502}, {'label': 'love', 'score': 0.0002928206231445074}, {'label': 'anger', 'score': 0.9975984692573547}, {'label': 'fear', 'score': 0.0009467205964028835}, {'label': 'surprise', 'score': 0.00019865474314428866}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0180,"I dreamed that my mother had died and my entire family was gathered in our living room after the funeral. We were all upset and everyone was very unhappy, and some of the family were crying. I was very unhappy, but was not crying , and I was talking to no one. I looked across the room and saw one of my sisters crying and very upset. I walked over to her and in front of everyone announced to her that I could see no reason why she was crying and acting as though she was upset. I told her that she of all people should never cry at my mother's death since she had done nothing while my mother was alive to make her anything but miserable and unhappy. At that point I was in the center of comments from the entire family, and I began to cry. My roommate then awakened me because I was sobbing in my sleep. All the people in my dream were members of my family. My sister is 39 years old.",192,Missing,0,-9.671532,-28.954523,-0.8146396,0.6756388,1,1,NEGATIVE,0.9809116125106812,"[[{'label': 'sadness', 'score': 0.7158234119415283}, {'label': 'joy', 'score': 0.002871074015274644}, {'label': 'love', 'score': 0.0006805794546380639}, {'label': 'anger', 'score': 0.263313889503479}, {'label': 'fear', 'score': 0.01670335792005062}, {'label': 'surprise', 'score': 0.0006075783167034388}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0181,"I came into a living room with my boyfriend. There were 2 or 3 small children. One was 2-1/2 and another 1-1/2. I seemed to get their names by reading a Hebrew newspaper. A middle-aged woman, dark complexioned with black hair and wearing a print dress came into the room. She said she was his wife. I was shocked and surprised and was a little angry that he had not told me about her. I seemed to vacillate between withdrawing from the entire situation feeling maybe he's not worth it all and between sticking it out and fighting. As I felt he would be happier with me than with his wife. I felt quite uneasy, but the woman began speaking to me and she seemed very friendly. I then felt at ease and comfortable.",148,CO_AN_AP_HA,4,1.1412592,-28.444773,-1.1959178,-1.8399326,2,1,NEGATIVE,0.699297308921814,"[[{'label': 'sadness', 'score': 0.001525576808489859}, {'label': 'joy', 'score': 0.020585335791110992}, {'label': 'love', 'score': 0.0009552298579365015}, {'label': 'anger', 'score': 0.003314920235425234}, {'label': 'fear', 'score': 0.013402121141552925}, {'label': 'surprise', 'score': 0.9602168202400208}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0182,"I was crossing the street and saw an accident. On the curb reclined a woman surrounded by about five or six people (men and women). They seemed to be supporting her. As I looked at her I saw her legs ended at the knees. She was uttering horrible sighs and screams in a somewhat rhythmical way. I sensed the street as 105, but I noticed a double street car standing on the track.",82,Missing,0,5.653045,-33.827732,-1.4111851,-1.6569107,2,1,NEGATIVE,0.9914715886116028,"[[{'label': 'sadness', 'score': 0.2663654685020447}, {'label': 'joy', 'score': 0.1600281298160553}, {'label': 'love', 'score': 0.006116657052189112}, {'label': 'anger', 'score': 0.025094646960496902}, {'label': 'fear', 'score': 0.5392692685127258}, {'label': 'surprise', 'score': 0.003125834744423628}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0183,"I was in the Hebrew school where I work. I evidently had come for an afternoon class on a Sunday afternoon. Another student (girl and my friend 20 years old) was there, but came in after I did. There was also a reception for our principal (who is leaving for Israel, 50 years old). I waited for my teacher, but he didn't come. The principal (female) came, but didn't go into the auditorium where the reception was. I then saw myself standing on a little side porch with my friend (the other student) and the principal. We saw a girl in a white dress coming down the street towards us. It was a girl I know, but to my knowledge doesn't know Hebrew. Anyways, the principal remarked how hard the girl promised to work in class. I seemed anxious and worried because it was after 9 p.m. and the program hadn't started yet.",182,AP,1,1.1685904,-30.68494,-0.9532989,-0.6166489,2,1,NEGATIVE,0.9965923428535461,"[[{'label': 'sadness', 'score': 0.00045373805915005505}, {'label': 'joy', 'score': 0.0005204224144108593}, {'label': 'love', 'score': 0.00014715125143993646}, {'label': 'anger', 'score': 0.0021307680290192366}, {'label': 'fear', 'score': 0.9962376356124878}, {'label': 'surprise', 'score': 0.0005102935247123241}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0184,"I was talking on the telephone to the father of an old friend of mine (boy, 21 years old). We were discussing the party the Saturday night before to which I had invited his son as a guest. I asked him if his son had a good time at the party. He told me not to tell his son that he had told me, but that he had had a good time, except he was a little surprised that I had acted the way I did.",95,Missing,0,-0.670373,-35.067204,-3.4033375,-1.0295308,2,1,POSITIVE,0.9938204884529114,"[[{'label': 'sadness', 'score': 0.0016952968435361981}, {'label': 'joy', 'score': 0.010050362907350063}, {'label': 'love', 'score': 0.001116529107093811}, {'label': 'anger', 'score': 0.0033062126021832228}, {'label': 'fear', 'score': 0.007269707974046469}, {'label': 'surprise', 'score': 0.9765619039535522}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0185,"I was walking down Euclid Ave. near 105th. I then found myself in a building. There was a room with a counter and a woman behind it (like a counter in a department store). There was a door with 4 members on it. I was supposed to get married in the room. I spoke to my dad on the phone, telling him to come to the wedding at 8:30 p.m. He told me he was wondering about if he should bring an extra tie or go home after and change his tie because he was going to see South Pacific afterwards and would get his tie stained at the wedding. He told me if I needed anything, I should ask the woman. She took me into the room off of which was a bathroom. She showed me the bathtub and handed me the soap. As I was washing, my boyfriend and my economics teacher came into the bathroom. I remember it was 8:10 and I wondered if we'd be ready on time.",190,CO,1,-1.3584658,-39.491577,-3.575219,-1.4127493,4,1,NEGATIVE,0.9964396357536316,"[[{'label': 'sadness', 'score': 0.048188161104917526}, {'label': 'joy', 'score': 0.0360039621591568}, {'label': 'love', 'score': 0.004300560802221298}, {'label': 'anger', 'score': 0.6129876971244812}, {'label': 'fear', 'score': 0.2968240976333618}, {'label': 'surprise', 'score': 0.0016955445753410459}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0186,"I dreamed that for some reason I was confined in the big brown house behind our lot. I was free to come and go as I pleased within the house, but I could not leave. The interior of the house was beautifully done in pale marble. There were no separate rooms, but it was divided into separate compartments by walls which protruded from the side walls at various angles. Straw mats were on the floor, and the large, short, fat man who kept me from leaving was always watching me. A wonderful man (the boy I am engaged to) kept coming to see me very often and begging me to come away from the place with him. I wanted to very much, but the fat man would not let us. One morning a group of school children, about 7 years old, were being led by the fat man in a tour of the building. We followed them, hiding behind the marble walls until we managed to escape. It felt so wonderful to be outside in the sunshine again.",199,HA_HA,2,8.245791,-2.782009,2.912056,-1.3202556,5,0,POSITIVE,0.998989999294281,"[[{'label': 'sadness', 'score': 0.0002786958939395845}, {'label': 'joy', 'score': 0.9972983002662659}, {'label': 'love', 'score': 0.0005967370816506445}, {'label': 'anger', 'score': 0.00017706678772810847}, {'label': 'fear', 'score': 0.00019794223771896213}, {'label': 'surprise', 'score': 0.001451322459615767}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0187,"I dreamed that three other girls and myself were being held in this large building by a gangster. He had much equipment for his gang, guns, lens, etc., and we kept destroying them. He became very angry, but did not kill us. He could not let us go because we knew so much. I managed to find a way to escape and the four of us looked for a place to hide. We came to Clarence Brown's furniture store. I thought this would be an excellent place since one of the girls last names is Brown. They were having a large party at the store and we had to tell just whom we came to see. I told the girl at the desk I wanted to see Clarence Brown and she replied he's been dead since 1863. She immediately knew we did not belong at the party and the gang leader's men--all over the party began to chase us down the street. We found an old house where we stayed for a while. One of the girls became engaged. We were very happy for her, but it seemed to mean that we could stay there no longer, so the other three of us set off again to look for a place to stay.",238,HA,1,5.9959373,-39.254395,-1.6136502,-1.0543003,2,1,NEGATIVE,0.9955365657806396,"[[{'label': 'sadness', 'score': 0.0030833669006824493}, {'label': 'joy', 'score': 0.03273370862007141}, {'label': 'love', 'score': 0.0009691995219327509}, {'label': 'anger', 'score': 0.9581245183944702}, {'label': 'fear', 'score': 0.004481859505176544}, {'label': 'surprise', 'score': 0.0006073316908441484}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0188,"I dreamt I was in an 8 o'clock class with a girl who eats in our dining room, but is not in any of my classes. When I walked in, she was sitting there looking very tired. Her face was chapped, her eyes were red, and her hair was very straight and stringy. A very old lady whom I can't place, but seemed to know, had at the time come in and placed her hand on this girl's shoulder. How are you feeling, Pat? she asked. Pat replied that she was very tired. The lady asked her if it was a boy or a girl. She said it's a baby girl, but I just couldn't see missing my 8 o'clock class.",142,Missing,0,8.066545,-25.045145,-1.1749794,-0.57921964,2,1,NEGATIVE,0.9972190856933594,"[[{'label': 'sadness', 'score': 0.9955665469169617}, {'label': 'joy', 'score': 0.0014621010050177574}, {'label': 'love', 'score': 0.0002560660941526294}, {'label': 'anger', 'score': 0.0006196637405082583}, {'label': 'fear', 'score': 0.0019052551360800862}, {'label': 'surprise', 'score': 0.00019027998496312648}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0189,"I dreamt my roommate and I were saying in our room at school, but the room was a part of a large hotel and summer resort. It was warm weather and we were having a wonderful time, swimming and playing tennis. When we returned to our room, the hotel manager came up and tore a ridiculous sign off our door. He was very angry and told us if this didn't stop, we would have to leave the hotel.",87,Missing,0,-0.9491047,-26.072466,-0.3924235,-1.5985882,2,1,POSITIVE,0.8806450963020325,"[[{'label': 'sadness', 'score': 0.0007447611424140632}, {'label': 'joy', 'score': 0.0014072171179577708}, {'label': 'love', 'score': 0.00028090178966522217}, {'label': 'anger', 'score': 0.996006429195404}, {'label': 'fear', 'score': 0.001318001770414412}, {'label': 'surprise', 'score': 0.00024269925779663026}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0190,"I dreamed that I was a small child, staying at the home of an aged lady. She kept insisting that I go upstairs to see her beautiful daughter, which I finally did. I opened the door and she was lying on the bed--dead. I did not walk over to her, I just knew she was dead. I came back downstairs and couldn't bring myself to tell the old lady that she was dead. I knew we were having company and I was worried that they would come soon. A large group of people walked through the front door and upstairs without knocking. I knew they would find the dead girl. I stood down at the foot of the stairs and heard much talking upstairs. I ran out of the front door and down the street.",151,AP,1,3.9452202,-43.136105,-3.7494955,-1.4403881,4,1,NEGATIVE,0.9883952140808105,"[[{'label': 'sadness', 'score': 0.011020398698747158}, {'label': 'joy', 'score': 0.003931271377950907}, {'label': 'love', 'score': 0.000663953076582402}, {'label': 'anger', 'score': 0.0852125957608223}, {'label': 'fear', 'score': 0.8981319665908813}, {'label': 'surprise', 'score': 0.0010398243321105838}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0191,"We seemed to have moved to an apartment which consisted of all the rooms of our present house strung out one behind the other, starting with my father's bedroom. It was up a flight of stairs, the door at the bottom of which wouldn't lock. A bad little girl, about 6 years old, with dark brown braids, kept running up and doing something annoying, frightening, or destructive and I spanked her. The second time I took down her pants to spank, she quickly pulled off all her clothes (turning the other cheek, I suppose) and I became ashamed at my cruelty for I could not spank her all over. So I hugged her tightly to me.",134,AP,1,5.8096724,-17.259691,-1.5154101,-1.4894564,2,1,NEGATIVE,0.9611849188804626,"[[{'label': 'sadness', 'score': 0.20585854351520538}, {'label': 'joy', 'score': 0.0033041941933333874}, {'label': 'love', 'score': 0.004885942209511995}, {'label': 'anger', 'score': 0.7272337079048157}, {'label': 'fear', 'score': 0.057027339935302734}, {'label': 'surprise', 'score': 0.001690255361609161}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0192,"A young male friend asked me did I have anything to do that afternoon. My watch said 2:35 and I said no. Then I thought harder and remembered I had (not a class) an exam in a peculiar kind of scientific German course in advanced grammar. Yet I had not attended class since spring vacation, nor had I studied. I needed the credits for graduation and couldn't figure out why no one had reminded me of this class which I had forgotten. I tried to cram for a few desperate moments, not knowing what to do.",107,Missing,0,-4.2754464,-15.328544,0.24470115,-1.3050276,2,0,NEGATIVE,0.9990617632865906,"[[{'label': 'sadness', 'score': 0.014673072844743729}, {'label': 'joy', 'score': 0.006579408887773752}, {'label': 'love', 'score': 0.0007138284854590893}, {'label': 'anger', 'score': 0.03786376863718033}, {'label': 'fear', 'score': 0.9288148283958435}, {'label': 'surprise', 'score': 0.011355115100741386}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0193,"I was eating a late at night dinner at the home of my church choir director, along with three members of the solo quartet, Sop. Tenor and bass. I decided that my hands were dirty and wanted to wash them, but I didn't know how to excuse myself for fear they would laugh. Finally I said, ""I have to wash my hands"" and went to the kitchen and started to splash about loudly. Just then the bass who was upstairs called, ""Oh mother,"" in a falsetto voice at the tenor who replied, ""Do you want me to hit you in the mouth?"" Then the bass came down to talk to me about what I can't remember, but his last words were something like, ""Well, why don't you?""",154,AP,1,17.78317,2.8806448,3.388665,-0.5167231,5,0,NEGATIVE,0.9966790676116943,"[[{'label': 'sadness', 'score': 0.9981449842453003}, {'label': 'joy', 'score': 0.00028760405257344246}, {'label': 'love', 'score': 0.00017225980991497636}, {'label': 'anger', 'score': 0.0007780045852996409}, {'label': 'fear', 'score': 0.00043537866440601647}, {'label': 'surprise', 'score': 0.00018175377044826746}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0194,"I remembered more of this dream than usual. It is a good example of how the scenes change. Usually all but one or two are forgotten. In this dream I came late for lunch to the cafeteria, bought steak, potatoes, peas, etc. Bill $1.05. I sat with some friends who left shortly. I was next in the chapel singing the words to a bib. Lit. theme which I held in my hand--not my own theme, the name was that of a man. Another girl played the piano. An organ student came in at 1:05 to practice. We (who?) went over to the recital hall where my singing teacher was auditioning on the violin with a quartet. Soon there was a whole orchestra and we found that we had missed the overture to Carmen. A group of singers were putting on a concert version. Saw the first act in English. Don Jose was a short blond boy who kept getting shorter, ending the scene with the words, ""I walk just like my mother.""",203,Missing,0,-0.25952965,4.2660484,3.045,0.36465293,5,0,NEGATIVE,0.9973498582839966,"[[{'label': 'sadness', 'score': 0.9829574227333069}, {'label': 'joy', 'score': 0.0021178419701755047}, {'label': 'love', 'score': 0.0002863092231564224}, {'label': 'anger', 'score': 0.012334822677075863}, {'label': 'fear', 'score': 0.001998139312490821}, {'label': 'surprise', 'score': 0.00030542779131792486}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0195,"I was to leave for California the next afternoon early. School was still in session and I planned to attend the classes all day, but soon realized that it would be impossible. I found it hard to convince myself that it wouldn't make any difference. I was not packed, and mother was to help by getting breakfast for me, but she didn't, and I couldn't find any clothes to take. Finally I packed my winter bathrobe and that's about all. I was to fly, a fact which has been a source of fear in other dreams, but was not too important except that I remember saying, ""Everything here is finished anyway. I've started nothing new."" My sister and a girlfriend were going too, but the arrangements were vague. I was to fly alone.",157,Missing,0,-3.0420458,-23.072067,-0.554264,-1.5365583,2,1,NEGATIVE,0.9988545179367065,"[[{'label': 'sadness', 'score': 0.22504425048828125}, {'label': 'joy', 'score': 0.03517882525920868}, {'label': 'love', 'score': 0.0014329294208437204}, {'label': 'anger', 'score': 0.38331955671310425}, {'label': 'fear', 'score': 0.3532993495464325}, {'label': 'surprise', 'score': 0.0017251328099519014}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0196,"My 15-year-old sister did not return home from a date until 10:30 the next morning. My mother refused to punish her and I was furious. I berated her, but was embarrassed because a Mather girl, whom I know slightly, was visiting my home. She began to telephone her boyfriend and at this point my brother with numerous strange boys entered the house. I then found myself talking on the phone to a Western Union operator who told me that someone had purchased a leopard suit and expensive purse for me. You wanted to know if I knew of the purchase and if I thought I ought to accept it. At this point I woke. I remained resentful toward my sister as this was the most vivid part of the dream.",141,AN_AP,2,17.578047,7.655297,3.9138615,-1.1998783,5,0,POSITIVE,0.7558028697967529,"[[{'label': 'sadness', 'score': 0.001269365893676877}, {'label': 'joy', 'score': 0.0009593649883754551}, {'label': 'love', 'score': 0.0006007888005115092}, {'label': 'anger', 'score': 0.7442914247512817}, {'label': 'fear', 'score': 0.25013795495033264}, {'label': 'surprise', 'score': 0.002741146832704544}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0197,"The situation took place during sorority rushing. The place was a grassy little hill in what seemed to be Florida. The hill was in front of the cabana-like building. It seemed that all our rushers had pledged other sororities and we were very upset, especially over one girl. We all attempted to talk to this girl, but were berated for dirty rushing. We became more upset as our favorite girls were running in and out of the cabana with other sorority girls and we were left sitting on the hill with a few, meek little girls we had never seen before.",110,Missing,0,14.9504385,-2.8712885,1.8163891,-1.5946953,5,0,NEGATIVE,0.9968042373657227,"[[{'label': 'sadness', 'score': 0.0043844240717589855}, {'label': 'joy', 'score': 0.0006914443802088499}, {'label': 'love', 'score': 0.00023359341139439493}, {'label': 'anger', 'score': 0.9901746511459351}, {'label': 'fear', 'score': 0.004362913314253092}, {'label': 'surprise', 'score': 0.00015294393233489245}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0198,"I was in Mather administration building, but it resembled my high school somewhat. I recognized a girl coming down the hall as a girl my boyfriend used to date. She went up to him and asked him to carry a load of books for her. They went into a room nearby, but I could still hear them. She asked him to a dance and he finally accepted. He came and told me about it and I said we were all through. He was very upset and confused, so I turned and left him.",103,Missing,0,16.472553,-21.631855,-3.0879478,-1.5168629,2,1,NEGATIVE,0.991044282913208,"[[{'label': 'sadness', 'score': 0.012813217006623745}, {'label': 'joy', 'score': 0.045132968574762344}, {'label': 'love', 'score': 0.0023186090402305126}, {'label': 'anger', 'score': 0.8579242825508118}, {'label': 'fear', 'score': 0.08025028556585312}, {'label': 'surprise', 'score': 0.0015606196830049157}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0199,"I had just returned from a vacation or somewhere to my classes at Cleveland Heights High. I was taking over my first gym class as a student leader or gym cadet as they are called. I did not know any of the other cadets because I had been gone so long. They were all strangers and regarded me with great curiosity because I was so much older than they. I did not know the gym teacher either and they seemed unwilling to allow me to conduct a class. When they finally consented, I had great difficulty in leading the girls because they did not respect my authority. I left the class as soon as I could and went to the dressing room feeling very depressed.",133,SD,1,14.037067,-0.06777675,1.878606,-1.164822,5,0,NEGATIVE,0.9991604089736938,"[[{'label': 'sadness', 'score': 0.9990731477737427}, {'label': 'joy', 'score': 0.00018917606212198734}, {'label': 'love', 'score': 0.00012881826842203736}, {'label': 'anger', 'score': 0.00030279645579867065}, {'label': 'fear', 'score': 0.00021801688126288354}, {'label': 'surprise', 'score': 8.798703493084759e-05}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0200,"I was watching a large procession of men, led by Winston Churchill, walk into the parliament building in London. Behind Churchill a small man with an umbrella trailed. I went in with them and was seated near Churchill. Proceedings began and a young man stood up to talk, but I couldn't hear him because of planes overhead. Everyone laughed at him and he was very embarrassed. I stood up to berate the members for not allowing him to talk, and they were all very surprised to see an American in their parliament. As I talked, the planes became louder and everyone decided they were being bombed and left. I remained alone.",125,Missing,0,5.9806147,8.036646,3.5573528,0.11553605,5,0,NEGATIVE,0.9635930061340332,"[[{'label': 'sadness', 'score': 0.06916321069002151}, {'label': 'joy', 'score': 0.014681391417980194}, {'label': 'love', 'score': 0.0018748705042526126}, {'label': 'anger', 'score': 0.7032747268676758}, {'label': 'fear', 'score': 0.11776649206876755}, {'label': 'surprise', 'score': 0.09323935210704803}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0201,"This is a part of a longer dream. The first part that I remember concerns swimming in the ocean. I do not remember getting wet, but I was struggling against the waves to get to shore. I came to a shallow place, but still had to fight my way along. I remember thinking that this was significant and I must not forget the dream. I finally got ashore. Next I think I was in some church with a friend of mine (f, 19). People kept arriving, and one was my friend's boyfriend. He brought her something, but I forgot what it was. I felt lonely so I withdrew. I was doing something in the rear of the church (writing or reading, I think) and not paying any attention to the service. I looked around (my back was to the congregation) and noticed that folding doors had cut me off from the rest so I felt relieved. Then I remember someone I knew (I don't remember who it was or the sex) came riding along a road on a bicycle. I said, ""You're a long way from home."" The person talked to me a while and then left.",232,HA,1,12.895876,-20.2534,-0.1655079,-0.6176533,2,0,NEGATIVE,0.993006706237793,"[[{'label': 'sadness', 'score': 0.9441795945167542}, {'label': 'joy', 'score': 0.047550033777952194}, {'label': 'love', 'score': 0.0019345954060554504}, {'label': 'anger', 'score': 0.0027182099875062704}, {'label': 'fear', 'score': 0.003094078740105033}, {'label': 'surprise', 'score': 0.0005236127763055265}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0202,"I dreamed that I was in the Adelbert yard, getting a drink out of a fountain. A parade or large group of students came by and among them I saw the boy (21) whom I used to go with. I was about to go over to speak to him when I saw the girl whom he now sees instead of me. I felt very sad, lonely, rejected, and I started to sing to myself f, ""O where, o where has my highland laddie gone.""",98,SD,1,14.466447,-8.296396,2.2150676,-0.58469325,5,0,NEGATIVE,0.9936281442642212,"[[{'label': 'sadness', 'score': 0.9983870983123779}, {'label': 'joy', 'score': 0.0003161178610753268}, {'label': 'love', 'score': 0.00017894399934448302}, {'label': 'anger', 'score': 0.0007496820180676877}, {'label': 'fear', 'score': 0.000283973291516304}, {'label': 'surprise', 'score': 8.4132123447489e-05}]]"
F,Y,set,Hall/VdC Norms: Female,norms-f,1940s-1950s,Missing,0203,"I dreamed that I went into the Commodore Bar alone and ordered a glass of port and Seven Up from a waitress, but was feeling a little guilty about being in a bar all by myself at night. The order was brought in a cup with the Seven Up, and the port in the bottle, only it wasn't port. It was whiskey or something. The bottle was horizontally laid on the table, and I knew I shouldn't pick it up. Somehow the drink was spilled in the cup and I put a napkin in a saucer to soak it up. I drank it and expected my head to become dizzy, but nothing happened. On the way out, I saw two girls who I know who were drinking some beer, but whether I stayed with them I don't know.",155,AP,1,-5.490204,-17.383175,-1.871813,-1.5283614,2,1,NEGATIVE,0.9982473850250244,"[[{'label': 'sadness', 'score': 0.9989734888076782}, {'label': 'joy', 'score': 0.0001802335900720209}, {'label': 'love', 'score': 0.00020017314818687737}, {'label': 'anger', 'score': 0.00022037744929548353}, {'label': 'fear', 'score': 0.00029800122138112783}, {'label': 'surprise', 'score': 0.0001277711271541193}]]"
